Symbol,TRDATE,Open,High,Low,Close,Volume
KOTAKBANK,05-Oct-07,240.3,252.45,236.88,239.4,2292608
LT,05-Oct-07,647.78,710.89,646.67,686.59,10093837
RELIANCE,05-Oct-07,617.84,622.85,599.32,617.27,16418004
SBIN,05-Oct-07,181.15,182.57,173.51,175.12,17201093
TCS,05-Oct-07,269.83,269.83,264.33,268.2,1744048
AXISBANK,08-Oct-07,148.0,148.78,137.99,143.13,1764090
HDFCBANK,08-Oct-07,141.53,144.0,139.9,140.74,6707230
HINDUNILVR,08-Oct-07,221.55,223.4,219.55,220.75,3324405
ICICIBANK,08-Oct-07,189.09,190.49,182.0,185.67,12155764
INFY,08-Oct-07,250.0,253.13,248.0,250.46,8695752
KOTAKBANK,08-Oct-07,241.75,247.23,221.0,227.95,3530692
LT,08-Oct-07,699.96,699.96,662.23,671.21,4497327
RELIANCE,08-Oct-07,620.37,627.06,590.86,599.62,15086562
SBIN,08-Oct-07,177.85,178.14,165.59,168.13,14232658
TCS,08-Oct-07,270.26,274.7,265.55,269.59,2662144
AXISBANK,09-Oct-07,141.41,146.69,140.0,145.91,1843910
HDFCBANK,09-Oct-07,136.62,142.5,136.62,142.12,4688390
HINDUNILVR,09-Oct-07,221.0,226.0,220.5,224.3,2826248
ICICIBANK,09-Oct-07,182.2,191.82,177.27,190.12,23197344
INFY,09-Oct-07,248.13,256.5,248.13,255.93,13053992
KOTAKBANK,09-Oct-07,228.79,244.0,223.18,243.07,3008492
LT,09-Oct-07,675.29,705.56,662.22,702.98,4698337
RELIANCE,09-Oct-07,577.28,648.56,544.27,643.9,16706130
SBIN,09-Oct-07,168.89,180.21,165.09,178.32,16103078
TCS,09-Oct-07,270.0,276.2,268.83,273.74,3707640
AXISBANK,10-Oct-07,147.99,153.2,147.25,152.44,3332390
HDFCBANK,10-Oct-07,143.02,145.0,139.61,141.7,4537790
HINDUNILVR,10-Oct-07,225.2,226.7,220.5,224.05,4642478
ICICIBANK,10-Oct-07,191.45,196.0,191.45,194.65,13133923
INFY,10-Oct-07,261.83,267.74,257.5,265.63,22305808
KOTAKBANK,10-Oct-07,245.0,247.75,238.5,244.74,2153028
LT,10-Oct-07,711.11,755.56,706.69,749.19,8113063
RELIANCE,10-Oct-07,652.54,664.7,639.5,648.45,20187310
SBIN,10-Oct-07,180.21,184.8,175.59,181.49,25739336
TCS,10-Oct-07,276.17,282.56,274.6,281.38,3983236
AXISBANK,11-Oct-07,154.0,154.0,149.6,151.95,2536555
HDFCBANK,11-Oct-07,142.5,147.49,142.1,146.07,4505070
HINDUNILVR,11-Oct-07,221.8,226.95,221.8,225.85,7660994
ICICIBANK,11-Oct-07,188.48,199.81,188.48,198.41,12899755
INFY,11-Oct-07,262.5,262.5,245.38,247.11,35483448
KOTAKBANK,11-Oct-07,244.0,249.98,240.66,246.46,1170588
LT,11-Oct-07,751.11,779.56,751.11,774.24,5134860
RELIANCE,11-Oct-07,658.51,658.51,639.54,651.46,19798410
SBIN,11-Oct-07,183.51,184.35,180.4,183.51,9439431
TCS,11-Oct-07,283.75,283.85,265.0,268.0,5598340
AXISBANK,12-Oct-07,152.0,153.54,148.0,148.81,1153155
HDFCBANK,12-Oct-07,144.5,146.1,142.08,143.27,4658910
HINDUNILVR,12-Oct-07,224.1,225.75,220.05,221.25,3121938
ICICIBANK,12-Oct-07,193.27,196.89,189.82,191.82,12388541
INFY,12-Oct-07,245.63,246.86,237.98,241.21,20546200
KOTAKBANK,12-Oct-07,242.86,247.05,239.0,241.27,1202416
LT,12-Oct-07,773.33,779.33,735.33,745.99,6861042
RELIANCE,12-Oct-07,651.95,674.78,629.5,635.41,40168929
SBIN,12-Oct-07,183.04,183.99,174.55,175.75,13711705
TCS,12-Oct-07,263.0,268.75,257.58,265.88,4912920
AXISBANK,15-Oct-07,150.6,165.8,150.6,164.0,6578980
HDFCBANK,15-Oct-07,145.0,152.5,145.0,149.92,11302540
HINDUNILVR,15-Oct-07,221.25,221.25,217.75,219.3,3378000
ICICIBANK,15-Oct-07,192.73,200.59,192.73,199.54,13437506
INFY,15-Oct-07,245.98,245.98,239.25,240.98,14805752
KOTAKBANK,15-Oct-07,246.02,252.25,242.75,249.05,1919384
LT,15-Oct-07,746.67,764.44,746.67,759.76,3992211
RELIANCE,15-Oct-07,640.21,663.71,638.0,660.33,19870491
SBIN,15-Oct-07,176.82,186.12,176.04,184.29,19965928
TCS,15-Oct-07,267.5,272.91,264.94,268.54,6871600
AXISBANK,16-Oct-07,166.94,180.2,165.0,177.34,7559095
HDFCBANK,16-Oct-07,151.99,151.99,146.51,150.77,4700670
HINDUNILVR,16-Oct-07,220.0,221.4,211.0,212.95,3949233
ICICIBANK,16-Oct-07,200.0,215.07,197.1,210.85,33566995
INFY,16-Oct-07,232.66,241.25,230.01,233.29,20676272
KOTAKBANK,16-Oct-07,249.5,258.5,242.89,249.84,2589544
LT,16-Oct-07,764.44,767.36,734.91,743.62,3772084
RELIANCE,16-Oct-07,657.52,668.65,648.6,656.66,22767070
SBIN,16-Oct-07,184.93,187.85,179.27,181.89,18506840
TCS,16-Oct-07,275.0,278.75,265.25,267.1,7060528
AXISBANK,17-Oct-07,164.0,176.0,150.0,174.43,7021855
HDFCBANK,17-Oct-07,140.63,148.48,130.5,146.27,6257440
HINDUNILVR,17-Oct-07,212.5,214.0,199.0,209.4,1693130
ICICIBANK,17-Oct-07,192.73,209.46,185.45,203.11,19915863
INFY,17-Oct-07,225.0,238.5,223.13,236.29,16105088
KOTAKBANK,17-Oct-07,235.0,239.94,202.0,233.44,3001852
LT,17-Oct-07,722.22,749.04,661.11,732.22,8317917
RELIANCE,17-Oct-07,623.59,669.9,557.47,665.58,34832307
SBIN,17-Oct-07,161.34,176.76,156.72,172.55,19711011
TCS,17-Oct-07,265.0,278.75,250.0,273.67,6924440
AXISBANK,18-Oct-07,179.74,179.74,169.2,171.42,5550705
HDFCBANK,18-Oct-07,144.8,146.3,136.01,138.82,6201550
HINDUNILVR,18-Oct-07,207.0,214.2,207.0,210.4,3300558
ICICIBANK,18-Oct-07,203.27,209.09,184.18,188.45,37261845
INFY,18-Oct-07,237.5,243.75,232.1,236.25,18871056
KOTAKBANK,18-Oct-07,234.94,245.5,223.75,227.29,2792320
LT,18-Oct-07,735.56,766.18,675.78,706.3,8135482
RELIANCE,18-Oct-07,681.04,740.23,625.57,639.72,30584233
SBIN,18-Oct-07,175.97,178.33,152.38,158.04,18895936
TCS,18-Oct-07,283.75,287.48,269.33,280.96,13645436
AXISBANK,19-Oct-07,173.8,173.8,163.2,165.97,3587085
HDFCBANK,19-Oct-07,135.0,144.0,133.82,136.63,4979580
HINDUNILVR,19-Oct-07,206.35,210.25,204.8,205.75,5163054
ICICIBANK,19-Oct-07,189.04,193.53,178.38,185.96,37034063
INFY,19-Oct-07,237.5,241.25,234.52,238.71,11118784
KOTAKBANK,19-Oct-07,225.0,227.5,200.25,207.7,3315668
LT,19-Oct-07,711.11,715.56,660.33,669.79,4217548
RELIANCE,19-Oct-07,649.84,668.66,599.24,611.53,21491565
SBIN,19-Oct-07,167.47,167.47,150.96,157.29,18803749
TCS,19-Oct-07,286.96,287.5,270.6,277.21,8094132
AXISBANK,22-Oct-07,164.78,169.02,159.8,163.8,3113335
HDFCBANK,22-Oct-07,137.88,139.7,133.1,137.19,5649020
HINDUNILVR,22-Oct-07,200.3,208.4,195.0,207.5,1937373
ICICIBANK,22-Oct-07,181.84,197.45,181.84,192.97,28803115
INFY,22-Oct-07,232.25,238.77,232.25,235.84,10683432
KOTAKBANK,22-Oct-07,207.77,214.74,202.5,209.74,3145596
LT,22-Oct-07,644.69,697.78,644.69,690.68,5467000
RELIANCE,22-Oct-07,594.37,614.92,587.38,596.85,20398400
SBIN,22-Oct-07,153.79,163.13,151.92,161.86,12092695
TCS,22-Oct-07,279.25,279.25,266.27,267.99,3836808
AXISBANK,23-Oct-07,173.94,179.0,169.0,173.77,3435385
HDFCBANK,23-Oct-07,139.8,151.5,138.83,148.82,8882590
HINDUNILVR,23-Oct-07,208.1,216.9,208.1,215.75,1800024
ICICIBANK,23-Oct-07,195.45,201.82,195.45,200.36,18589890
INFY,23-Oct-07,237.5,239.7,233.75,235.43,12346344
KOTAKBANK,23-Oct-07,225.0,239.99,211.25,237.82,4261504
LT,23-Oct-07,700.0,761.33,696.22,741.28,5836941
RELIANCE,23-Oct-07,611.7,647.36,607.99,643.86,19705324
SBIN,23-Oct-07,162.76,172.65,162.76,171.28,15005529
TCS,23-Oct-07,267.0,275.0,264.75,265.9,5862364
AXISBANK,24-Oct-07,173.77,178.78,169.98,173.28,2788885
HDFCBANK,24-Oct-07,152.0,152.5,146.85,151.4,6143730
HINDUNILVR,24-Oct-07,216.2,218.5,212.5,215.95,3095428
ICICIBANK,24-Oct-07,202.73,206.55,198.22,199.98,17611033
INFY,24-Oct-07,237.63,239.75,229.14,230.56,11446248
KOTAKBANK,24-Oct-07,242.5,246.93,237.0,239.76,2937504
LT,24-Oct-07,766.44,766.44,739.11,756.39,4049613
RELIANCE,24-Oct-07,653.8,656.45,633.15,647.62,17372156
SBIN,24-Oct-07,172.66,183.2,171.28,180.18,30437631
TCS,24-Oct-07,275.0,275.0,260.83,262.0,4100988
AXISBANK,25-Oct-07,173.79,176.8,168.01,174.77,2874680
HDFCBANK,25-Oct-07,149.51,157.88,146.53,155.4,6432930
HINDUNILVR,25-Oct-07,214.1,225.9,212.0,220.75,4543630
ICICIBANK,25-Oct-07,198.91,213.64,198.18,208.12,35422145
INFY,25-Oct-07,231.38,234.48,228.13,229.63,12955840
KOTAKBANK,25-Oct-07,242.25,251.25,237.75,243.24,5937608
LT,25-Oct-07,765.56,780.0,750.02,765.82,5146582
RELIANCE,25-Oct-07,645.13,660.69,641.96,650.84,16885151
SBIN,25-Oct-07,180.21,186.25,179.76,183.81,27131122
TCS,25-Oct-07,264.75,265.0,259.54,262.4,4925272
AXISBANK,26-Oct-07,173.8,188.0,170.6,185.22,2633940
HDFCBANK,26-Oct-07,153.8,155.99,148.62,154.65,3471630
HINDUNILVR,26-Oct-07,218.55,220.85,214.7,217.8,10196527
ICICIBANK,26-Oct-07,200.05,218.18,200.05,215.91,15132095
INFY,26-Oct-07,229.38,231.88,228.0,231.03,8279104
KOTAKBANK,26-Oct-07,249.0,263.23,245.52,256.76,5120296
LT,26-Oct-07,773.33,865.56,766.67,860.62,13980627
RELIANCE,26-Oct-07,656.28,672.08,645.21,668.24,15920731
SBIN,26-Oct-07,183.99,198.61,179.74,196.24,27641604
TCS,26-Oct-07,262.5,271.0,260.55,267.83,2960060
AXISBANK,29-Oct-07,185.6,191.38,182.23,185.81,3075560
HDFCBANK,29-Oct-07,158.2,167.0,157.5,164.7,2928980
HINDUNILVR,29-Oct-07,217.8,222.5,217.5,219.6,3772895
ICICIBANK,29-Oct-07,220.02,231.27,217.36,225.57,27834911
INFY,29-Oct-07,237.5,237.5,231.9,232.57,5328480
KOTAKBANK,29-Oct-07,262.5,266.98,257.0,260.55,2302648
LT,29-Oct-07,887.64,955.56,877.78,948.39,12322971
RELIANCE,29-Oct-07,684.76,704.57,677.33,700.34,18209099
SBIN,29-Oct-07,201.44,205.22,196.35,199.72,23394130
TCS,29-Oct-07,272.25,272.5,265.35,267.0,3536052
AXISBANK,30-Oct-07,188.94,188.94,180.0,181.67,3522920
HDFCBANK,30-Oct-07,165.5,171.84,161.24,162.05,4034020
HINDUNILVR,30-Oct-07,220.0,221.0,216.1,219.45,1796186
ICICIBANK,30-Oct-07,227.5,235.26,218.66,225.49,27964673
INFY,30-Oct-07,233.75,235.5,229.95,231.77,5996440
KOTAKBANK,30-Oct-07,259.0,264.5,250.5,253.3,2955476
LT,30-Oct-07,953.09,988.89,939.23,959.31,7703055
RELIANCE,30-Oct-07,703.09,706.91,678.64,685.87,17662430
SBIN,30-Oct-07,200.48,203.71,191.75,193.93,35348959
TCS,30-Oct-07,268.0,268.75,260.08,262.13,3145804
AXISBANK,31-Oct-07,181.6,184.8,180.82,183.47,1304920
HDFCBANK,31-Oct-07,159.0,166.9,158.0,165.34,4207220
HINDUNILVR,31-Oct-07,220.0,220.85,202.05,207.05,6448781
ICICIBANK,31-Oct-07,225.64,231.09,220.65,228.01,11675427
INFY,31-Oct-07,233.69,235.64,227.26,229.68,10025528
KOTAKBANK,31-Oct-07,254.25,259.25,247.75,250.21,2145384
LT,31-Oct-07,966.69,969.0,933.33,942.94,4303030
RELIANCE,31-Oct-07,685.5,698.01,682.03,689.42,16769816
SBIN,31-Oct-07,190.69,200.31,190.69,195.14,16723817
TCS,31-Oct-07,261.75,265.92,254.25,259.5,47216528
AXISBANK,01-Nov-07,185.0,188.8,177.6,183.57,2358475
HDFCBANK,01-Nov-07,172.84,172.84,166.63,169.02,7164870
HINDUNILVR,01-Nov-07,208.0,209.1,192.7,193.7,3931331
ICICIBANK,01-Nov-07,230.91,239.64,225.45,236.05,27922845
INFY,01-Nov-07,233.96,235.0,229.5,234.24,9522528
KOTAKBANK,01-Nov-07,254.0,260.75,247.75,249.84,2153072
LT,01-Nov-07,950.0,1042.22,950.0,983.17,10439275
RELIANCE,01-Nov-07,698.38,703.09,656.29,663.86,24172903
SBIN,01-Nov-07,204.46,204.46,193.66,195.81,22714792
TCS,01-Nov-07,263.75,263.75,254.88,255.76,5518404
AXISBANK,02-Nov-07,179.9,187.6,176.4,186.43,1158835
HDFCBANK,02-Nov-07,164.05,179.98,164.05,177.05,2918060
HINDUNILVR,02-Nov-07,190.0,196.65,190.0,195.8,2642332
ICICIBANK,02-Nov-07,225.93,245.27,224.73,242.44,10804777
INFY,02-Nov-07,231.25,241.25,227.63,239.64,10208808
KOTAKBANK,02-Nov-07,243.75,254.25,240.0,252.95,1158640
LT,02-Nov-07,977.51,1020.0,955.56,991.2,7730676
RELIANCE,02-Nov-07,638.2,674.85,638.2,671.96,15617076
SBIN,02-Nov-07,193.42,214.56,188.7,212.2,27875229
TCS,02-Nov-07,252.5,257.5,250.75,255.3,3494680
AXISBANK,05-Nov-07,186.6,202.0,183.01,194.6,5597425
HDFCBANK,05-Nov-07,175.0,175.0,167.53,171.6,4593000
HINDUNILVR,05-Nov-07,196.0,197.0,192.25,193.3,2315334
ICICIBANK,05-Nov-07,241.79,241.82,227.3,230.88,23547826
INFY,05-Nov-07,237.5,241.09,230.04,231.75,6211480
KOTAKBANK,05-Nov-07,251.95,258.75,243.75,245.48,2718416
LT,05-Nov-07,993.33,1015.04,946.28,951.82,9156960
RELIANCE,05-Nov-07,671.96,677.33,652.07,659.04,17983157
SBIN,05-Nov-07,212.29,219.78,208.99,211.24,30796214
TCS,05-Nov-07,255.25,257.7,251.31,252.82,1876468
AXISBANK,06-Nov-07,196.01,200.6,185.4,189.28,2690965
HDFCBANK,06-Nov-07,172.5,174.79,169.0,170.82,3683640
HINDUNILVR,06-Nov-07,195.5,196.4,193.3,195.75,1678958
ICICIBANK,06-Nov-07,236.25,236.25,221.32,225.78,15129570
INFY,06-Nov-07,231.25,234.38,231.25,231.47,4517832
KOTAKBANK,06-Nov-07,250.0,252.18,235.75,238.51,1898684
LT,06-Nov-07,973.29,982.78,904.44,916.24,6144646
RELIANCE,06-Nov-07,668.34,682.28,656.59,660.29,12224108
SBIN,06-Nov-07,212.39,216.07,205.31,209.35,16277520
TCS,06-Nov-07,253.75,254.95,250.0,251.07,2198988
AXISBANK,07-Nov-07,190.0,199.59,184.24,186.49,2301420
HDFCBANK,07-Nov-07,174.77,174.77,161.0,161.68,4536040
HINDUNILVR,07-Nov-07,194.85,194.85,191.05,192.9,1695363
ICICIBANK,07-Nov-07,230.49,232.73,217.09,218.33,18780784
INFY,07-Nov-07,231.42,231.42,216.88,218.24,23151400
KOTAKBANK,07-Nov-07,241.18,244.25,231.25,233.6,1822900
LT,07-Nov-07,924.44,955.26,902.44,913.77,7735230
RELIANCE,07-Nov-07,682.28,694.42,668.66,686.22,14060475
SBIN,07-Nov-07,211.35,219.75,205.8,213.5,18265648
TCS,07-Nov-07,251.27,252.29,246.52,249.26,3504016
AXISBANK,08-Nov-07,178.13,186.3,178.13,184.21,2157855
HDFCBANK,08-Nov-07,158.0,158.96,154.5,155.54,5213400
HINDUNILVR,08-Nov-07,190.0,196.25,190.0,195.25,1292668
ICICIBANK,08-Nov-07,212.18,216.91,210.55,212.55,13766175
INFY,08-Nov-07,214.84,218.13,212.88,214.54,15705240
KOTAKBANK,08-Nov-07,236.25,247.25,223.75,241.59,2192172
LT,08-Nov-07,906.67,932.89,890.0,916.68,7016674
RELIANCE,08-Nov-07,681.04,692.14,656.77,679.27,14695357
SBIN,08-Nov-07,212.76,213.42,203.81,206.15,22659404
TCS,08-Nov-07,247.52,249.95,245.0,247.41,2686964
AXISBANK,12-Nov-07,180.0,182.97,174.3,177.48,3526790
HDFCBANK,12-Nov-07,148.02,152.0,145.5,147.74,8365650
HINDUNILVR,12-Nov-07,193.25,199.85,191.0,199.0,1298801
ICICIBANK,12-Nov-07,200.01,211.27,197.09,208.25,17412956
INFY,12-Nov-07,209.38,209.38,201.27,205.23,25324832
KOTAKBANK,12-Nov-07,234.4,237.19,227.55,233.52,1939560
LT,12-Nov-07,900.0,933.33,882.36,926.43,7177806
RELIANCE,12-Nov-07,656.28,669.83,644.39,662.62,18258470
SBIN,12-Nov-07,198.14,212.76,196.29,211.82,19232749
TCS,12-Nov-07,246.31,246.31,240.0,240.96,5280988
AXISBANK,13-Nov-07,178.12,192.0,176.6,191.05,2552810
HDFCBANK,13-Nov-07,142.5,168.0,142.5,157.42,10322920
HINDUNILVR,13-Nov-07,195.0,201.5,195.0,199.95,1291987
ICICIBANK,13-Nov-07,208.18,218.07,201.82,213.4,17420128
INFY,13-Nov-07,203.13,211.64,200.88,203.39,23517112
KOTAKBANK,13-Nov-07,235.0,247.5,232.52,244.59,1990516
LT,13-Nov-07,930.89,982.22,927.01,971.76,5605987
RELIANCE,13-Nov-07,665.19,674.56,658.76,666.95,17127733
SBIN,13-Nov-07,214.65,219.27,208.53,216.47,21697602
TCS,13-Nov-07,240.96,243.18,231.66,236.84,4697988
AXISBANK,14-Nov-07,195.1,199.77,192.3,198.13,3026835
HDFCBANK,14-Nov-07,163.98,178.0,162.0,175.23,11911840
HINDUNILVR,14-Nov-07,200.85,201.8,198.9,200.95,2058779
ICICIBANK,14-Nov-07,224.25,236.91,219.35,232.46,15734240
INFY,14-Nov-07,210.0,216.25,207.0,213.49,16262008
KOTAKBANK,14-Nov-07,249.25,255.25,246.51,252.31,1819208
LT,14-Nov-07,988.89,1013.33,984.44,1001.49,4747662
RELIANCE,14-Nov-07,676.09,717.94,676.09,715.33,24758526
SBIN,14-Nov-07,231.16,231.16,218.43,222.09,14499764
TCS,14-Nov-07,240.0,261.27,240.0,246.68,3588368
AXISBANK,15-Nov-07,197.0,199.8,191.3,192.7,1316385
HDFCBANK,15-Nov-07,175.0,175.0,167.52,170.04,4768460
HINDUNILVR,15-Nov-07,200.3,201.0,196.35,199.1,2619091
ICICIBANK,15-Nov-07,232.73,235.44,222.3,225.75,10182821
INFY,15-Nov-07,212.5,212.5,204.75,205.91,13053800
KOTAKBANK,15-Nov-07,251.25,274.75,250.52,265.38,3214216
LT,15-Nov-07,1002.22,1011.11,978.22,1000.98,3426484
RELIANCE,15-Nov-07,713.24,720.67,705.81,712.03,10657433
SBIN,15-Nov-07,224.09,224.09,216.82,217.79,11703800
TCS,15-Nov-07,247.75,249.48,242.5,245.05,2295396
AXISBANK,16-Nov-07,188.9,197.0,188.9,195.66,783585
HDFCBANK,16-Nov-07,165.0,170.3,163.2,168.71,6584330
HINDUNILVR,16-Nov-07,199.0,203.0,196.65,201.35,2750295
ICICIBANK,16-Nov-07,220.0,226.22,219.09,221.83,11563205
INFY,16-Nov-07,205.91,208.0,202.25,203.13,9711528
KOTAKBANK,16-Nov-07,272.5,278.5,250.4,272.96,3378244
LT,16-Nov-07,995.56,1000.0,964.48,972.59,3676320
RELIANCE,16-Nov-07,705.81,725.13,698.88,713.65,10277428
SBIN,16-Nov-07,217.79,221.63,212.89,219.6,13397361
TCS,16-Nov-07,245.0,249.5,241.79,245.73,3666816
AXISBANK,19-Nov-07,196.72,198.25,194.42,196.19,2588530
HDFCBANK,19-Nov-07,168.7,168.7,164.53,165.46,8875260
HINDUNILVR,19-Nov-07,212.1,212.1,202.0,205.05,2368233
ICICIBANK,19-Nov-07,222.73,225.45,214.18,215.95,16436227
INFY,19-Nov-07,206.25,206.25,202.0,202.49,14441160
KOTAKBANK,19-Nov-07,277.48,285.13,275.92,278.16,3760584
LT,19-Nov-07,984.44,991.11,965.78,970.78,3577216
RELIANCE,19-Nov-07,714.51,719.68,703.58,706.03,7181421
SBIN,19-Nov-07,220.31,223.59,216.18,217.23,13369508
TCS,19-Nov-07,240.02,251.75,240.02,248.38,2943548
AXISBANK,20-Nov-07,194.0,204.94,194.0,199.28,4244055
HDFCBANK,20-Nov-07,163.0,167.4,161.82,163.03,5645860
HINDUNILVR,20-Nov-07,207.0,208.25,202.2,205.45,1843881
ICICIBANK,20-Nov-07,212.9,220.0,208.18,210.99,13602094
INFY,20-Nov-07,200.88,202.5,194.17,195.71,22736872
KOTAKBANK,20-Nov-07,278.75,291.75,275.25,285.0,2910496
LT,20-Nov-07,966.67,979.78,957.56,963.26,4358592
RELIANCE,20-Nov-07,700.86,707.79,683.57,689.68,15360813
SBIN,20-Nov-07,216.54,222.07,213.42,215.02,11225962
TCS,20-Nov-07,247.25,247.25,239.52,240.32,4111392
AXISBANK,21-Nov-07,201.2,201.29,186.8,188.64,1627265
HDFCBANK,21-Nov-07,161.3,161.3,156.5,158.09,5563830
HINDUNILVR,21-Nov-07,204.25,207.0,200.6,201.95,2359716
ICICIBANK,21-Nov-07,213.64,213.64,196.36,201.17,21321360
INFY,21-Nov-07,193.13,198.38,192.5,193.39,16523872
KOTAKBANK,21-Nov-07,287.52,289.73,267.75,271.81,2321656
LT,21-Nov-07,962.44,962.44,900.56,912.78,4091058
RELIANCE,21-Nov-07,686.0,692.91,666.19,671.01,17313077
SBIN,21-Nov-07,214.93,214.93,201.44,203.49,9390465
TCS,21-Nov-07,240.32,245.0,234.0,236.2,3337028
AXISBANK,22-Nov-07,188.0,188.97,180.0,183.78,2057575
HDFCBANK,22-Nov-07,159.8,160.4,155.14,159.17,4840010
HINDUNILVR,22-Nov-07,200.5,202.9,199.0,201.9,1706645
ICICIBANK,22-Nov-07,201.82,211.0,197.32,208.25,14613747
INFY,22-Nov-07,193.74,195.01,189.88,191.45,12576744
KOTAKBANK,22-Nov-07,271.25,284.5,255.13,279.52,3044684
LT,22-Nov-07,912.89,920.0,856.89,879.02,7395624
RELIANCE,22-Nov-07,685.92,685.92,660.24,674.79,14210972
SBIN,22-Nov-07,203.82,217.01,200.59,212.22,25654801
TCS,22-Nov-07,242.43,242.43,233.75,237.55,2402356
AXISBANK,23-Nov-07,187.0,189.8,183.04,185.32,2449415
HDFCBANK,23-Nov-07,158.52,160.6,154.13,156.27,4318350
HINDUNILVR,23-Nov-07,202.0,207.5,200.3,206.8,1096485
ICICIBANK,23-Nov-07,205.45,210.87,201.82,207.16,10814479
INFY,23-Nov-07,193.75,200.59,191.71,194.69,16680696
KOTAKBANK,23-Nov-07,270.67,289.7,270.67,281.26,2617488
LT,23-Nov-07,900.0,917.78,894.0,910.89,3146458
RELIANCE,23-Nov-07,681.06,701.6,673.64,696.2,9635941
SBIN,23-Nov-07,215.12,215.12,208.55,212.2,13137696
TCS,23-Nov-07,238.13,241.5,237.44,240.24,2273540
AXISBANK,26-Nov-07,188.04,190.98,185.0,187.72,9834630
HDFCBANK,26-Nov-07,161.01,167.38,161.01,164.34,4238570
HINDUNILVR,26-Nov-07,207.9,211.1,207.15,210.3,1977301
ICICIBANK,26-Nov-07,211.8,214.18,208.87,210.33,10700959
INFY,26-Nov-07,195.63,199.68,195.63,196.99,9515520
KOTAKBANK,26-Nov-07,287.5,290.0,282.48,285.66,1644356
LT,26-Nov-07,928.44,938.89,926.93,928.78,2765358
RELIANCE,26-Nov-07,707.35,719.11,700.39,714.37,12216840
SBIN,26-Nov-07,215.12,217.01,209.7,211.66,13282875
TCS,26-Nov-07,245.0,248.5,242.5,246.27,2234300
AXISBANK,27-Nov-07,188.4,190.56,185.2,186.42,2194265
HDFCBANK,27-Nov-07,162.4,165.55,160.0,163.26,5567700
HINDUNILVR,27-Nov-07,211.0,211.4,208.8,210.45,764488
ICICIBANK,27-Nov-07,208.15,208.15,200.91,205.87,15683420
INFY,27-Nov-07,196.99,198.25,195.34,196.71,11749864
KOTAKBANK,27-Nov-07,282.5,287.45,278.05,281.16,1436028
LT,27-Nov-07,924.44,931.07,917.78,927.58,2015163
RELIANCE,27-Nov-07,716.95,716.95,699.62,704.15,9856274
SBIN,27-Nov-07,211.66,215.82,209.93,214.6,11716688
TCS,27-Nov-07,247.63,249.73,242.52,248.99,1503964
AXISBANK,28-Nov-07,188.6,190.0,180.0,181.14,1950325
HDFCBANK,28-Nov-07,169.5,169.5,158.52,160.63,5354070
HINDUNILVR,28-Nov-07,211.55,212.9,208.0,209.2,1729445
ICICIBANK,28-Nov-07,212.71,212.71,202.98,204.16,17303594
INFY,28-Nov-07,198.63,199.38,194.88,196.16,9458944
KOTAKBANK,28-Nov-07,271.29,291.0,271.29,277.35,2132164
LT,28-Nov-07,933.33,943.33,906.67,914.37,2698902
RELIANCE,28-Nov-07,707.05,710.47,685.75,691.52,9667538
SBIN,28-Nov-07,219.25,219.25,211.25,212.52,11011129
TCS,28-Nov-07,250.0,250.95,242.5,244.13,2927688
AXISBANK,29-Nov-07,184.98,187.38,181.6,183.77,3347655
HDFCBANK,29-Nov-07,162.88,169.4,162.88,167.44,10429030
HINDUNILVR,29-Nov-07,209.85,213.15,208.5,210.05,1859305
ICICIBANK,29-Nov-07,208.73,215.45,207.27,211.23,16314149
INFY,29-Nov-07,200.63,201.75,193.75,195.91,24061072
KOTAKBANK,29-Nov-07,302.45,302.45,279.75,280.88,2469568
LT,29-Nov-07,1024.09,1024.09,902.33,908.43,4471780
RELIANCE,29-Nov-07,703.09,704.25,692.93,696.54,16334940
SBIN,29-Nov-07,214.91,218.41,212.32,213.98,12873472
TCS,29-Nov-07,250.0,250.13,238.75,241.51,5029688
AXISBANK,30-Nov-07,183.41,190.94,182.62,186.13,3365885
HDFCBANK,30-Nov-07,170.0,174.84,169.4,171.62,6157540
HINDUNILVR,30-Nov-07,210.05,212.15,206.05,206.75,1692610
ICICIBANK,30-Nov-07,212.73,217.0,208.48,214.25,11007799
INFY,30-Nov-07,196.75,203.11,196.75,200.31,27369392
KOTAKBANK,30-Nov-07,285.0,311.91,281.51,308.38,4745456
LT,30-Nov-07,911.11,923.33,897.78,917.5,3490299
RELIANCE,30-Nov-07,699.62,713.98,696.72,706.22,12464081
SBIN,30-Nov-07,217.2,220.69,215.5,217.24,16247886
TCS,30-Nov-07,241.51,254.5,241.51,253.05,5334612
AXISBANK,03-Dec-07,187.23,189.98,186.0,188.47,1810230
HDFCBANK,03-Dec-07,173.5,173.5,168.0,169.61,4904520
HINDUNILVR,03-Dec-07,207.0,208.45,204.55,206.05,2440773
ICICIBANK,03-Dec-07,214.55,216.0,210.23,211.27,19461491
INFY,03-Dec-07,200.31,204.0,198.57,200.04,20101040
KOTAKBANK,03-Dec-07,312.0,318.5,301.56,312.26,2349924
LT,03-Dec-07,920.89,935.33,917.78,928.67,2043121
RELIANCE,03-Dec-07,715.27,728.82,707.3,726.84,9900751
SBIN,03-Dec-07,219.84,221.34,217.76,219.35,10122532
TCS,03-Dec-07,254.0,266.5,252.6,262.48,6516348
AXISBANK,04-Dec-07,189.4,190.1,188.0,188.86,2604970
